r	r1	r2	r3	v1	v2	v3	t1	t2	t1sq 	t2sq 	lnv1	lnv2	lnv3
1.50632000000	0.74612000000	0.46616000000	0.50435000000	145940.00000000000	128030.00000000000	133730.00000000000	1.00000000000	0.00024183797	1.00000000000	0.00000005849	-2.068776686	-2.125639282	-2.106722183
-0.10131000000	1.50632000000	0.74612000000	0.46616000000	162070.00000000000	145940.00000000000	128030.00000000000	2.00000000000	0.00048367594	4.00000000000	0.00000023394	-2.023248396	-2.068776686	-2.125639282
-0.76602000000	-0.10131000000	1.50632000000	0.74612000000	192330.00000000000	162070.00000000000	145940.00000000000	3.00000000000	0.00072551391	9.00000000000	0.00000052637	-1.948903996	-2.023248396	-2.068776686
-0.84431000000	-0.76602000000	-0.10131000000	1.50632000000	177000.00000000000	192330.00000000000	162070.00000000000	4.00000000000	0.00096735187	16.00000000000	0.00000093577	-1.984977761	-1.948903996	-2.023248396
0.35407000000	-0.84431000000	-0.76602000000	-0.10131000000	158530.00000000000	177000.00000000000	192330.00000000000	5.00000000000	0.00120918984	25.00000000000	0.00000146214	-2.032839568	-1.984977761	-1.948903996
-1.01904000000	0.35407000000	-0.84431000000	-0.76602000000	140110.00000000000	158530.00000000000	177000.00000000000	6.00000000000	0.00145102781	36.00000000000	0.00000210548	-2.086481895	-2.032839568	-1.984977761
-0.63790000000	-1.01904000000	0.35407000000	-0.84431000000	155210.00000000000	140110.00000000000	158530.00000000000	7.00000000000	0.00169286578	49.00000000000	0.00000286579	-2.042031329	-2.086481895	-2.032839568
0.34252000000	-0.63790000000	-1.01904000000	0.35407000000	175990.00000000000	155210.00000000000	140110.00000000000	8.00000000000	0.00193470375	64.00000000000	0.00000374308	-1.987463036	-2.042031329	-2.086481895
-2.34076000000	0.34252000000	-0.63790000000	-1.01904000000	154390.00000000000	175990.00000000000	155210.00000000000	9.00000000000	0.00217654172	81.00000000000	0.00000473733	-2.044331861	-1.987463036	-2.042031329
-0.85842000000	-2.34076000000	0.34252000000	-0.63790000000	183880.00000000000	154390.00000000000	175990.00000000000	10.00000000000	0.00241837969	100.00000000000	0.00000584856	-1.968416533	-2.044331861	-1.987463036
0.88503000000	-0.85842000000	-2.34076000000	0.34252000000	140590.00000000000	183880.00000000000	154390.00000000000	11.00000000000	0.00266021765	121.00000000000	0.00000707676	-2.084996597	-1.968416533	-2.044331861
-0.80452000000	0.88503000000	-0.85842000000	-2.34076000000	186070.00000000000	140590.00000000000	183880.00000000000	12.00000000000	0.00290205562	144.00000000000	0.00000842193	-1.96327467	-2.084996597	-1.968416533
0.11230000000	-0.80452000000	0.88503000000	-0.85842000000	170470.00000000000	186070.00000000000	140590.00000000000	13.00000000000	0.00314389359	169.00000000000	0.00000988407	-2.001303067	-1.96327467	-2.084996597
0.26153000000	0.11230000000	-0.80452000000	0.88503000000	178590.00000000000	170470.00000000000	186070.00000000000	14.00000000000	0.00338573156	196.00000000000	0.00001146318	-1.981093891	-2.001303067	-1.96327467
-2.35196000000	0.26153000000	0.11230000000	-0.80452000000	185590.00000000000	178590.00000000000	170470.00000000000	15.00000000000	0.00362756953	225.00000000000	0.00001315926	-1.964396456	-1.981093891	-2.001303067
0.21813000000	-2.35196000000	0.26153000000	0.11230000000	148380.00000000000	185590.00000000000	178590.00000000000	16.00000000000	0.00386940750	256.00000000000	0.00001497231	-2.061575661	-1.964396456	-1.981093891
-0.52421000000	0.21813000000	-2.35196000000	0.26153000000	179300.00000000000	148380.00000000000	185590.00000000000	17.00000000000	0.00411124547	289.00000000000	0.00001690234	-1.979370738	-2.061575661	-1.964396456
-1.11798000000	-0.52421000000	0.21813000000	-2.35196000000	207830.00000000000	179300.00000000000	148380.00000000000	18.00000000000	0.00435308343	324.00000000000	0.00001894934	-1.91524279	-1.979370738	-2.061575661
-0.22174000000	-1.11798000000	-0.52421000000	0.21813000000	172270.00000000000	207830.00000000000	179300.00000000000	19.00000000000	0.00459492140	361.00000000000	0.00002111330	-1.996741374	-1.91524279	-1.979370738
-0.26643000000	-0.22174000000	-1.11798000000	-0.52421000000	199717.00000000000	172270.00000000000	207830.00000000000	20.00000000000	0.00483675937	400.00000000000	0.00002339424	-1.932535994	-1.996741374	-1.91524279
-0.72615000000	-0.26643000000	-0.22174000000	-1.11798000000	151468.00000000000	199717.00000000000	172270.00000000000	21.00000000000	0.00507859734	441.00000000000	0.00002579215	-2.052630137	-1.932535994	-1.996741374
1.70586000000	-0.72615000000	-0.26643000000	-0.22174000000	184581.00000000000	151468.00000000000	199717.00000000000	22.00000000000	0.00532043531	484.00000000000	0.00002830703	-1.966764033	-2.052630137	-1.932535994
0.01094000000	1.70586000000	-0.72615000000	-0.26643000000	190285.00000000000	184581.00000000000	151468.00000000000	23.00000000000	0.00556227328	529.00000000000	0.00003093888	-1.953546473	-1.966764033	-2.052630137
0.67555000000	0.01094000000	1.70586000000	-0.72615000000	151057.00000000000	190285.00000000000	184581.00000000000	24.00000000000	0.00580411125	576.00000000000	0.00003368771	-2.053810172	-1.953546473	-1.966764033
0.32756000000	0.67555000000	0.01094000000	1.70586000000	164400.00000000000	151057.00000000000	190285.00000000000	25.00000000000	0.00604594921	625.00000000000	0.00003655350	-2.017049215	-2.053810172	-1.953546473
-0.55760000000	0.32756000000	0.67555000000	0.01094000000	130950.00000000000	164400.00000000000	151057.00000000000	26.00000000000	0.00628778718	676.00000000000	0.00003953627	-2.115845525	-2.017049215	-2.053810172
1.07978000000	-0.55760000000	0.32756000000	0.67555000000	134972.00000000000	130950.00000000000	164400.00000000000	27.00000000000	0.00652962515	729.00000000000	0.00004263600	-2.102707345	-2.115845525	-2.017049215
-0.11912000000	1.07978000000	-0.55760000000	0.32756000000	186710.00000000000	134972.00000000000	130950.00000000000	28.00000000000	0.00677146312	784.00000000000	0.00004585271	-1.961783449	-2.102707345	-2.115845525
0.16272000000	-0.11912000000	1.07978000000	-0.55760000000	176240.00000000000	186710.00000000000	134972.00000000000	29.00000000000	0.00701330109	841.00000000000	0.00004918639	-1.986846544	-1.961783449	-2.102707345
-1.00312000000	0.16272000000	-0.11912000000	1.07978000000	147762.00000000000	176240.00000000000	186710.00000000000	30.00000000000	0.00725513906	900.00000000000	0.00005263704	-2.063388267	-1.986846544	-1.961783449
0.16461000000	-1.00312000000	0.16272000000	-0.11912000000	118390.00000000000	147762.00000000000	176240.00000000000	31.00000000000	0.00749697703	961.00000000000	0.00005620466	-2.159636007	-2.063388267	-1.986846544
0.19635000000	0.16461000000	-1.00312000000	0.16272000000	144440.00000000000	118390.00000000000	147762.00000000000	32.00000000000	0.00773881499	1024.00000000000	0.00005988926	-2.073263548	-2.159636007	-2.063388267
0.81025000000	0.19635000000	0.16461000000	-1.00312000000	139458.00000000000	144440.00000000000	118390.00000000000	33.00000000000	0.00798065296	1089.00000000000	0.00006369082	-2.088507595	-2.073263548	-2.159636007
